,url0,url1,url2,url3,click0,click1,click2,click3,orig0,click_orig0,name,Token,Guessed name,correct?,Guessed characteristics,correct?
148,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,voa_00_voa_0030___part_000.m_g,_TIET_,Belgrade,y,,
195,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,voa_00_voa_0030___part_000.m_g,_KAC_,,,,
270,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,voa_00_voa_0030___part_000.m_g,_TIET_,,,place,y
273,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,voa_00_voa_0030___part_000.m_g,_PO_ _MEG29_,,,politician,y
301,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-082.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_00_voa_0030___part_000.m_gold_conll.html,voa_00_voa_0030___part_000.m_g,_KE85_,,,country,y
124,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-092.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-092.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0240___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0240___part_000.m_gold_conll.html,voa_02_voa_0240___part_000.m_g,_KOO3_,,,name of American or Middle Eastern city,y
284,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-092.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-092.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0240___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0240___part_000.m_gold_conll.html,voa_02_voa_0240___part_000.m_g,_KOO3_,,,location,y
53,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-093.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-093.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-093.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-093.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0250___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0250___part_000.m_gold_conll.html,voa_02_voa_0250___part_000.m_g,_CHEAL_ _MO43_,Bill Clinton,y,,
65,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-first-150-docs/student1-2019-03-14-question-093.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-093.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-first-150-docs/student1-2019-03-14-question-093.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-093.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0250___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_voa_02_voa_0250___part_000.m_gold_conll.html,voa_02_voa_0250___part_000.m_g,_CHEAL_ _MO43_,,,US President,y
39,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-095.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-095.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-095.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-095.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_000.m_gold_conll.html,ma_10_ectb_1010___part_000.m_g,_MEE25_,,,a Taiwanese businessman in Dongguan,y
67,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-first-150-docs/student1-2019-03-14-question-095.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-095.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-first-150-docs/student1-2019-03-14-question-095.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-095.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_000.m_gold_conll.html,ma_10_ectb_1010___part_000.m_g,_MEE25_,,,chairman of a business,y
51,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-096.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-096.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-096.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-096.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,ma_10_ectb_1010___part_001.m_g,_DE_,China,n,,
66,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,ma_10_ectb_1010___part_001.m_g,_DE_,,,location,y
127,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,ma_10_ectb_1010___part_001.m_g,_CEEN33_,Taiwan,y,,
144,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,ma_10_ectb_1010___part_001.m_g,_PACH_,,,director of the Dongguan Taiwanese School Preparatory Committee,y
243,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,ma_10_ectb_1010___part_001.m_g,_CEEN33_,,,area not on Taiwan mainland,n
260,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-096.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_001.m_gold_conll.html,ma_10_ectb_1010___part_001.m_g,_PACH_,,,school director,y
125,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,ma_10_ectb_1010___part_002.m_g,_WOO_,,,"a Chinese city, possibly Dongguan",y
139,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,ma_10_ectb_1010___part_002.m_g,_PACH_,,,an advocate of Taiwanese schools in China,y
155,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,ma_10_ectb_1010___part_002.m_g,_CEEN33_,Taiwan,y,,
261,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,ma_10_ectb_1010___part_002.m_g,_WOO_,,,city,y
266,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,ma_10_ectb_1010___part_002.m_g,_PACH_,,,person,y
281,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-097.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1010___part_002.m_gold_conll.html,ma_10_ectb_1010___part_002.m_g,_CEEN33_,,,location,y
37,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-documents-100-139/student2-2019-03-29-question-108.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-108.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-documents-100-139/student2-2019-03-29-question-108.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-108.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,ma_10_ectb_1030___part_003.m_g,_DUK76_ _MO_,,,the name of a US President,n
140,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-108.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-108.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,ma_10_ectb_1030___part_003.m_g,_PHE_,,,a developing country,y
262,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-108.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-108.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,ma_10_ectb_1030___part_003.m_g,_PHE_,,,place,y
290,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-108.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-108.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1030___part_003.m_gold_conll.html,ma_10_ectb_1030___part_003.m_g,_ZE83_ _LEE_,,,president,y
6,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-documents-100-139/student2-2019-03-29-question-118.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-118.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-documents-100-139/student2-2019-03-29-question-118.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-118.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_QUEER_,Taiwan,y,,
137,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_HEE38_,,,Taiwanese historian,y
156,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_JEES4_ _JEE58_,,,President of Taiwan,y
159,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_HEE38_ _FIEM_,,,a Taiwanese historian,y
229,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_HEE38_,,,Taiwanese historian,y
277,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_JEES4_ _JEE58_,,,male person,y
278,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_CEEN33_,Taiwan,y,,
291,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-118.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1060___part_003.m_gold_conll.html,ma_10_ectb_1060___part_003.m_g,_HEE38_ _FIEM_,,,male historian,y
222,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-001.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-001.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1070___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1070___part_001.m_gold_conll.html,ma_10_ectb_1070___part_001.m_g,_GOG_,Taiwan,y,,
275,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-120.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-120.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1070___part_001.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/mz_sinorama_10_ectb_1070___part_001.m_gold_conll.html,ma_10_ectb_1070___part_001.m_g,_GOG_,Taiwan,y,,
99,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student3-name-quiz-documents/student3-2019-03-29-question-011.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/nw_wsj_01_wsj_0112___part_000.m_gold_conll.html,wsj_01_wsj_0112___part_000.m_g,_ZE83_ _DAS45_,,,US president,y
