"Timestamp","Username","Total score","Document","Document [Score]","Document [Feedback]","Excerpt (for verification)","Excerpt (for verification) [Score]","Excerpt (for verification) [Feedback]","Sentence 1","Sentence 1 [Score]","Sentence 1 [Feedback]","Sentence 2","Sentence 2 [Score]","Sentence 2 [Feedback]","Sentence 3","Sentence 3 [Score]","Sentence 3 [Feedback]"
"2019/06/23 11:36:50 am EET","student2","0.00 / 3","student2-2019-03-29-question-033.html","-- / 0","","You think , you bastard . What you say does n't count . you __ after me and I 'll take you down . You __ down , __ I 'll take you __ . If you have __ , you come on __ __ __ on down . __..","-- / 0","","As a child, Ye Daying once wanted to attack another child for insulting his father.","-- / 1","","From his home village, he later moved to Beijing and Shanghai.","-- / 1","","He went to school in Shanghai.","-- / 1",""
"2019/06/23 11:38:25 am EET","student2","0.00 / 3","student2-2019-03-29-question-405.html","-- / 0","","__ __ __ Linpien __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ the township of Linpien __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __..","-- / 0","","Linpien used to be known for its ground subsidence problem.","-- / 1","","It is now holding its first ever Wax Apple Festival in a riverside park.","-- / 1","","NA","-- / 1",""
"2019/06/23 11:40:33 am EET","student2","0.00 / 3","student2-2019-03-29-question-043.html","-- / 0","","__ __ __ __ bastions __ __ __ War is __ __ of __ diplomatic thawing today . North Korea __ its __ to the U.S. today , __ Secretary of State Madeleine Albright for __ __ __ __ __ __ - il __ Albright __ __ __ groundwork for..","-- / 0","","U.S. Secretary of State Madelaine Albright is visiting North Korea.","-- / 1","","The visit is supposed to lay the groundwork for a planned visit by President Clinton.","-- / 1","","The U.S. is concerned with nuclear developments in North Korea.","-- / 1",""
"2019/06/23 11:41:54 am EET","student2","0.00 / 3","student2-2019-03-29-question-418.html","-- / 0","","__ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ I __ __ __ the bad times __ __ they __ __ me __ __..","-- / 0","","Lin Hung - kuei has experienced many difficulties in his life.","-- / 1","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 11:47:36 am EET","student2","0.00 / 3","student2-2019-03-29-question-459.html","-- / 0","","James Robinson , 57 years old , __ __ __ __ __ __ __ __ this maker of magnetic recording heads for disk drives __ He __ __ __ __ __ __ __ __ Amperex Electronics Corp. , a division of North American Philips Corp. , itself a subsidiary of..","-- / 0","","James Robinson is the owner of Amper Electronics Corp.","-- / 1","","The company makes magnetic recording heads for disk drives.","-- / 1","","It is a subsidiary of the Dutch company NV Philips.","-- / 1",""
"2019/06/23 11:50:49 am EET","student2","0.00 / 3","student2-2019-03-29-question-158.html","-- / 0","","The Israeli Prime Minister Ehud Barak is due to meet __ __ 's President Mubarak __ __ on Thursday __ The encounter __ __ seen as __ __ __ Barak __ __ __ regional support __ a __ East __ agreement __ __ President Clinton 's proposals . They __..","-- / 0","","Israeli Prime Minister Ehud Barak is meeting Egyptian President Hosni Mubarak.","-- / 1","","They will discuss details of a peace agreement in the Middle East.","-- / 1","","Some Israeli officials find the settlement is unacceptable","-- / 1",""
"2019/06/23 12:02:10 pm EET","student2","0.00 / 3","student2-2019-03-29-question-436.html","-- / 0","","Gulf Resources & Chemical Corp. __ it __ __ pay __ __ __ __ __ __ an accord with the Environmental Protection Agency regarding an environmental cleanup of a defunct smelter the company formerly operated in Idaho __ __ __ the EPA __ Gulf Resources , which was a part..","-- / 0","","Gulf Resources & Chemical Corp. made an agreement with the EPA regarding the cleanup of one of their defunct facilities.","-- / 1","","The cleanup is to be funded by the federal Superfund program.","-- / 1","","In the meantime, the company is going through a reorganization process.","-- / 1",""
"2019/06/23 12:06:27 pm EET","student2","0.00 / 3","student2-2019-03-29-question-431.html","-- / 0","","Alan Seelenfreund , 52 years old , __ __ __ __ this processor of prescription claims __ __ Thomas W. Field Jr. , 55 , who resigned last month __ Mr. Field __ __ __ chairman of McKesson Corp. __ __ that post __ __ __ __ __ __ __..","-- / 0","","Alan Seelenfreund is replacing Thomas Field as chairman of the McKesson Corp.","-- / 1","","Mr. Seelenfreund was executive vice president and chief financial officer of McKesson before.","-- / 1","","The company has a 86% stake in PCS.","-- / 1",""
"2019/06/23 12:10:51 pm EET","student2","0.00 / 3","student2-2019-03-29-question-031.html","-- / 0","","And __ our weeklong __ __ Sex __ on __ Loose trying __ stop wanted sex offenders __ they __ Chris __ __ __ Massachusetts __ I 'm happy that __ __ finally trying __ do something __ __ __ these child attacks before rather than __ __ them after..","-- / 0","","Chris is trying to stop sex offenders in Massachussets.","-- / 1","","A motorist paid a speeding ticket with twelve thousand pennies.","-- / 1","","The court made him count every single penny.","-- / 1",""
"2019/06/23 12:13:22 pm EET","student2","0.00 / 3","student2-2019-03-29-question-068.html","-- / 0","","Dog Chapman __ in the same truck __ __ __ At __ point __ the Mexican police busted __ Andrew Luster __ Dwayne Dog Chapman __ __ they __ __ like __ hunters __ Mexico __ Chapman __ __ bars __ __ speak in Mexico . Andrew Luster __ __..","-- / 0","","Mexican police arrested Andrew Luster and Dwayne Dog Chapman.","-- / 1","","Andrew Luster arrived at Los Angeles airport.","-- / 1","","From the airport, he was taken to Kearn County, California.","-- / 1",""
"2019/06/23 12:19:35 pm EET","student2","0.00 / 3","student2-2019-03-29-question-435.html","-- / 0","","The Bronx __ __ __ __ __ __ __ __ __ __ its __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ the..","-- / 0",""," Laura Cunningham describes her childhood in the Bronx in her novel Sleeping Arrangements.","-- / 1","","She describes the district as one full of sex, death, and intrigue.","-- / 1","","Another novel set in New York is the Current Climate by Bruce Jay Friedman.","-- / 1",""
"2019/06/23 12:21:09 pm EET","student2","0.00 / 3","student2-2019-03-29-question-020.html","-- / 0","","__ __ two former jurors in the Michael Jackson case writing tell - all books about the case __ They now __ say Jackson __ __ __ and they __ __ __ __ they broke all kinds of rules __ the jury __ __ __ __ __ news __ __..","-- / 0","","Two former jurors in the Michael Jackson case are now writing books about it.","-- / 1","","A man has gone missing.","-- / 1","","Five-year old Erin Runnion has been killed by a sex offender.","-- / 1",""
"2019/06/23 12:29:27 pm EET","student2","0.00 / 3","student2-2019-03-29-question-166.html","-- / 0","","President Clinton called __ __ weapons __ Northern Ireland __ be __ away forever . Mr. Clinton said Wednesday the United States __ __ __ __ __ __ __ __ fight __ __ __ undermine __ __ __ power __ __ . He __ addressing a large gathering of people..","-- / 0","","President Clinton was on an official visit to Northern Ireland.","-- / 1","","He adressed a large group of people in East Belfast.","-- / 1","","NA","-- / 1",""
"2019/06/23 12:32:40 pm EET","student2","0.00 / 3","student2-2019-03-29-question-188.html","-- / 0","","Lockheed Aeronautical Systems Co. , a unit of Lockheed Corp. , __ it agreed to join with Aermacchi S.p . A. of Varese , Italy , __ __ a new generation __ jet __ __ the U.S. Air Force __ The Air Force is looking to buy 540 new primary..","-- / 0","","Lockheed and Aermacchi are building a new generation of fighter jets for the U.S. Air Force.","-- / 1","","The new jets are to replace older Cessna planes.","-- / 1","","The U.S. Navy may also buy trainer jets from Lockheed.","-- / 1",""
"2019/06/23 12:37:37 pm EET","student2","0.00 / 3","student2-2019-03-29-question-380.html","-- / 0","","Whether its __ was __ __ __ __ , a new age for Taiwanese firms in Dongguan __ here . __ __ a far __ from the __ when Taiwan __ enjoyed tremendous advantages . From __ various revisions __ trade __ adopted by the PRC last __ __ __..","-- / 0","","A new age is about to begin for Taiwanese firms in Dongguan.","-- / 1","","The change is due to various trade revisions adopted by the mainland.","-- / 1","","The new developments put Taiwanese businesses in China at risk.","-- / 1",""
"2019/06/23 12:41:07 pm EET","student2","0.00 / 3","student2-2019-03-29-question-259.html","-- / 0","","__ __ the latest study from the Institute for Science and International Security __ They __ __ __ __ North Korea __ __ __ __ __ develop __ __ __ __ __ __ __ nuclear __ __ __ __ __ __ __ __ two weapons in __ __ __ George..","-- / 0","","According to a new study, North Korea could be developing nuclear weapons.","-- / 1","","Nicholas Burns believes that the U.S. still has an enourmous influence on North Korea.","-- / 1","","The U.S. policy is to de-nuclearize North Korea.","-- / 1",""
"2019/06/23 12:43:06 pm EET","student2","0.00 / 3","student2-2019-03-29-question-289.html","-- / 0","","__ Russian __ __ __ __ __ __ __ the work __ __ __ from the sunken nuclear submarine `` Kursk __ '' __ __ __ __ __ __ __ __ __ __ __ inner __ __ __ __ sub __ __ __ __ __ rain __ __ __ are..","-- / 0","","There are difficulties with the Russians' work with a sunken nuclear submarine.","-- / 1","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 12:45:59 pm EET","student2","0.00 / 3","student2-2019-03-29-question-102.html","-- / 0","","Taiwan News Holds Seminar on Cross-Strait Relations The biggest __ __ the __ in Taiwan has naturally been __ __ __ the __ __ __ presidential __ __ __ __ __ __ Democratic Progressive Party -LRB- DPP -RRB- __ __ the election on __ __ __ Jin Zhong , president..","-- / 0","","Taiwan News has held a seminar about cross-strait relations.","-- / 1","","The views of the participants can be categorized into three groups.","-- / 1","","Ruan Ming had the most optimistic views.","-- / 1",""
"2019/06/23 12:48:15 pm EET","student2","0.00 / 3","student2-2019-03-29-question-132.html","-- / 0","","New York Daily News __ __ __ __ __ __ there were __ sorts __ __ __ __ in the jury room __ __ Michael Jackson case __ that a juror wanted __ convict Jackson __ __ __ medical __ __ prove Jackson fits __ __ of a __ __..","-- / 0","","One of the jurors in the Michael Jackson case revealed that she had been intimated not to tell the truth.","-- / 1","","Another juror is writing a book about the trial.","-- / 1","","Further allegations have also been reported in the news.","-- / 1",""
"2019/06/23 1:04:06 pm EET","student2","0.00 / 3","student2-2019-03-29-question-207.html","-- / 0","","Brothers and sisters __ __ I __ __ __ __ all the people of Israel __ __ saved . __ __ my __ __ God __ I __ say __ __ them __ They really try hard __ __ God , __ they do __ know the right way ...","-- / 0","","Christ has saved all the people who believe in him.","-- / 1","","People must go and tell these good news to everybody.","-- / 1","","The people of Israel refused God.","-- / 1",""
"2019/06/23 1:05:57 pm EET","student2","0.00 / 3","student2-2019-03-29-question-398.html","-- / 0","","The golden age of Huwei __ __ __ __ __ __ __ __ __ the word Huwei , the original name for Tanshui __ __ __ it __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ it __ __ __ __ __ __..","-- / 0","","Tanshui's name was Huwei during its golden age.","-- / 1","","Han Chinese moved to Tanshui because it is close to the mainland.","-- / 1","","Tanshui used to be important to many Western powers, including the Spanish and the Dutch.","-- / 1",""
"2019/06/23 1:09:47 pm EET","student2","0.00 / 3","student2-2019-03-29-question-176.html","-- / 0","","The U.S. , claiming some success __ its __ diplomacy , removed South Korea , Taiwan and Saudi Arabia __ a list of countries it is closely watching for allegedly failing to honor U.S. patents , copyrights and other intellectual - property rights . However __ five other countries --..","-- / 0","","Three countries have been removed from the U.S. priority watch list.","-- / 1","","Five countries still remain on the list.","-- / 1","","The list includes countries that fail to protect intellectual property rights in trade.","-- / 1",""
"2019/06/23 1:15:23 pm EET","student2","0.00 / 3","student2-2019-03-29-question-184.html","-- / 0","","The first major event this morning in U.S. stock and futures __ may be a pause at the Chicago Mercantile Exchange . Under a reform arising from the 1987 crash __ trading __ the Merc 's stock - index futures will break __ 10 minutes if the contract opens and..","-- / 0","","As a safeguard adopted following the 1987 stock market crash, the Chicago Mercantile Exchange is introducing a 10-minute morning interreption of trade.","-- / 1","","An independent broadcasting company will start showing foreign programs in the Soviet Union.","-- / 1","","South African miners are striking for higher wages.","-- / 1",""
"2019/06/23 1:16:14 pm EET","student2","0.00 / 3","student2-2019-03-29-question-299.html","-- / 0","","Checking __ __ __ __ this is __ __ __ __ __ __ __ the __ __ AAA estimates 61 million Americans __ __ __ somewhere between this weekend __ __ __ __ . That 's __ __ __ __ __ year __ Holiday shoppers across the U.S. __ __..","-- / 0","","NA","-- / 1","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 1:24:20 pm EET","student2","0.00 / 3","student2-2019-03-29-question-204.html","-- / 0","","Everyone will hate you because you follow me . But the one who remains faithful to the end will be saved . When you are treated badly in one city , go to another city . I promise you that you will not finish going to all the cities of..","-- / 0","","People will hate the followers of Christ.","-- / 1","","His followers should not fear these people, they should only fear God.","-- / 1","","Those who accepts Christ will find true life.","-- / 1",""
"2019/06/23 1:28:12 pm EET","student2","0.00 / 3","student2-2019-03-29-question-007.html","-- / 0","","But we begin tonight with an ongoing mystery /. Who is that lone man discovered last month frozen in California 's Sierra Nevada mountains with just a few tantalizing clues to his identity /? This we do know at this hour /. The man died more than sixty years ago..","-- / 0","","The identity of the frozen man found in the Sierra Nevada mountains remains unknown.","-- / 1","","Forensic anthropologists at a laboratory in Honolulu, Hawaii, are trying the solve the case.","-- / 1","","Three sisters in Pleasant Grove believe that the airman might be their long-lost brother Glen Munn.","-- / 1",""
"2019/06/23 1:30:51 pm EET","student2","0.00 / 3","student2-2019-03-29-question-122.html","-- / 0","","No , it __ __ inaccessible in the __ __ In the __ future , construction will also begin on a cross-sea bridge connecting Hong Kong , Zhuhai , and Macao . In __ -- Could n't go in summer -- So __ after their return , Macao , and..","-- / 0","","Construction will begin on a bridge connecting Hong Kong, Zhuhai, and Macau.","-- / 1","","The project has been anticipated for twenty years.","-- / 1","","The aim of the construction is to create a unified tourism zone out of the three cities.","-- / 1",""
"2019/06/23 1:33:32 pm EET","student2","0.00 / 3","student2-2019-03-29-question-395.html","-- / 0","","As the politicians __ __ Formosa Plastics boss Wang Yung - ching __ a __ with other captains of industry to __ __ with some advice for the government on economic policy . __ the __ time Wang voiced support for Lee Yuan - tseh 's proposal that "" with..","-- / 0","","Chinese government officials and Taiwanese businessmen on the mainland are discussing the ""One China"" issue.","-- / 1","","The businesspeople are pushing for the establishment of more direct links between Taiwan and the mainland.","-- / 1","","They believe that cross-strait economic dialogue must be restored.","-- / 1",""
"2019/06/23 1:35:53 pm EET","student2","0.00 / 3","student2-2019-03-29-question-345.html","-- / 0","","__ __ __ __ __ __ __ __ __ __ the Voice of America __ __ __ __ __ __ __ __ __ __ VOA News Now __ India __ __ a series of deals with Russia to acquire an aircraft carrier , fighter jets and tanks __ The deals..","-- / 0","","India has made a deal with Russia about buying military vehicles.","-- / 1","","Russian President Vladimir Putin has recently visited the country.","-- / 1","","Putin has expressed his support for India in the Kashmir issue.","-- / 1",""
"2019/06/23 1:38:58 pm EET","student2","0.00 / 3","student2-2019-03-29-question-343.html","-- / 0","","President Clinton has pardoned a former leading member of the House of Representatives convicted of corruption charges in 1996 . Former Chairman of the House Ways and Means Committee Dan Rostenkowski __ __ __ __ __ pardoned __ the President . He __ __ __ 17 __ __ __ __..","-- / 0","","President Clinton has issued a pardon to Dan Rostenkowski, former Chairman of the House of Representatives.","-- / 1","","Rostenkowski was convicted on corruption charges back in 1996.","-- / 1","","NA","-- / 1",""
"2019/06/23 1:40:45 pm EET","student2","0.00 / 3","student2-2019-03-29-question-317.html","-- / 0","","__ __ the __ __ Orlando Florida . We __ __ moments __ __ the man in the green in the forefront of the screen there , the former POW David Williams __ __ __ __ __ rather __ and __ __ see he __ __ __ the black and..","-- / 0","","POWs in Iraq have been rescued in a dramatic series of events by U.S. Marines in Baghdad.","-- / 1","","They have been taken to Orlando, Florida.","-- / 1","","One of the rescued prisoners is David Williams.","-- / 1",""
"2019/06/23 1:43:48 pm EET","student2","0.00 / 3","student2-2019-03-29-question-441.html","-- / 0","","Time magazine __ __ a move to reduce the costs of wooing new subscribers __ __ lowering its __ __ __ __ __ __ __ __ __ __ __ its __ __ __ __ __ __ __ __ __ __ __ __ __ its __ __ __ __ executives at..","-- / 0","","Time magazine is lowering the number of distributed copies.","-- / 1","","The circulation cut is part of an effort to reduce the costs of finding new subscribers.","-- / 1","","NA","-- / 1",""
"2019/06/23 1:45:20 pm EET","student2","0.00 / 3","student2-2019-03-29-question-200.html","-- / 0","","Xinhua __ __ __ __ , __ 13th __ by __ __ __ __ to __ __ statistics __ __ __ Finland Customs __ in __ __ Finland 's exports to Southeast Asia __ __ __ __ __ __ __ __ __ last __ __ Finland 's __ __ __..","-- / 0","","Finland's exports to Southeast Asia have grown by 5%.","-- / 1","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 1:48:37 pm EET","student2","0.00 / 3","student2-2019-03-29-question-262.html","-- / 0","","__ __ __ __ of three former Clinton Administration officials who spent years dealing with the North Korea problem former Assistant Secretary of Defense Ashton Carter chief State Department negotiator now at the Georgetown University Robert Gallucci And former US ambassador to the UN now Governor of New Mexico Bill..","-- / 0","","The U.S. policy regarding North Korea is that they need to reduce the number of their nuclear weapons.","-- / 1","","Six countries are involved in talks with North Korea.","-- / 1","","The U.S. administration needs to find a way to negotiate with North Korea.","-- / 1",""
"2019/06/23 1:59:23 pm EET","student2","0.00 / 3","student2-2019-03-29-question-443.html","-- / 0","","__ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ Pennzoil Co. __ __ its __ __ Texaco __ __ __ __ __ __ __ __ __ __ Texaco __ __ __ Pennzoil __ __ __ __ __ __ __ __ __..","-- / 0","","NA","-- / 1","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 2:04:40 pm EET","student2","0.00 / 3","student2-2019-03-29-question-191.html","-- / 0","","U.S. OFFICIALS MOVED to head off any repeat of Black Monday today following Friday 's plunge in stock prices . Fed Chairman Greenspan signaled that the central bank was prepared to inject massive amounts of money into the banking system to prevent a financial crisis . Other U.S. and foreign..","-- / 0","","U.S. government officials have made moves to prevent a more serious market crash following the stock price plunges on Friday.","-- / 1","","Bankers refused to support the UAL buyout proposal.","-- / 1","","The Senate has removed a tax cut from its deficit reduction bill.","-- / 1",""
"2019/06/23 8:43:50 pm EET","student1","0.00 / 3","student1-2019-03-14-question-026.html","-- / 0","","Coming up two mothers both their daughters __ __ killed __ Join us for the __ __ of our series Manhunt Sex Offenders on the Loose /. And you know I sort of __ - __ __ idea that two jurors from the Michael Jackson trial are now writing tell..","-- / 0","","Two mothers lost their daughters to rapists.","-- / 1","","Two jurors from the Michael Jackson trial will write about it.","-- / 1","","People can email the news network if they want.","-- / 1",""
"2019/06/23 8:53:57 pm EET","student1","0.00 / 3","student1-2019-03-14-question-084.html","-- / 0","","Meanwhile __ 200 __ from North and South Korea __ taking __ in the second round of family reunions __ The __ __ VOA 's Alicia Reu __ __ in __ , communist North Korea __ allowing 100 relatives __ __ __ South Korea 's capital __ to visit __..","-- / 0","","NA","-- / 1","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 9:00:24 pm EET","student1","0.00 / 3","student1-2019-03-14-question-033.html","-- / 0","","You think , you bastard . What you say does n't count . you __ after me and I 'll take you down . You __ down , __ I 'll take you __ . If you have __ , you come on __ __ __ on down . __..","-- / 0","","A movie scene about 2 people fighting over a broken window.","-- / 1","","The movie is about the writer's childhood experiences.","-- / 1","","The writer's father might have been violent.","-- / 1",""
"2019/06/23 9:02:35 pm EET","student1","0.00 / 3","student1-2019-03-14-question-048.html","-- / 0","","A fire in a Bangladeshi garment factory __ __ at least 37 people dead and __ __ . Most __ the deceased __ killed __ __ __ as workers tried to __ the blaze in the four - story building . Witnesses __ the only exit door __ on __..","-- / 0","","37 people died in a factory fire.","-- / 1","","The only exit floor in the factory was on the ground floor.","-- / 1","","The building was 4 stories high. ","-- / 1",""
"2019/06/23 9:08:36 pm EET","student1","0.00 / 3","student1-2019-03-14-question-074.html","-- / 0","","__ BBC News in London , I 'm James Cawling __ for The __ . __ between Israeli __ __ and __ have continued __ the night . That 's after another day of violence in which four Palestinians were killed . Helicopter gunships were deployed __ the West Bank..","-- / 0","","Israelis and Palestinians have been fighting for multiple days.","-- / 1","","There was violence in the West Bank village of Bagella.","-- / 1","","Helicopters were involved in the fighting.","-- / 1",""
"2019/06/23 9:13:04 pm EET","student1","0.00 / 3","student1-2019-03-14-question-058.html","-- / 0","","Now Saddam Hussein 's regime is no more , the focus in Iraq is turning from military action to rebuilding which means the coalition 's role in the country will have to change . Military analyst and retired Army General Claudia Kennedy joins me with a look at possibilitys ...","-- / 0","","Saddam Hussein is no longer ruling.","-- / 1","","Iraq will need to change the country's coalition role.","-- / 1","","People with experience have ideas about how the country can change the coalition's role.","-- / 1",""
"2019/06/23 9:22:46 pm EET","student1","0.00 / 3","student1-2019-03-14-question-106.html","-- / 0","","The president kept __ __ __ __ __ __ the trip . __ a brief stopover in Los Angeles on the 13th __ Chen __ __ and __ __ __ __ on the 14th __ He attended __ __ __ there on __ 16th , and was __ __ meet..","-- / 0","","The president had visits in Los Angeles, Gambia, Chad, and maybe more. ","-- / 1","","NA","-- / 1","","NA","-- / 1",""
"2019/06/23 11:38:11 pm EET","student1","0.00 / 3","student1-2019-03-14-question-089.html","-- / 0","","I am __ __ VOA News . Democratic reformers are __ victory in Saturday 's parliamentary elections in Serbia , the dominant republic of Yugoslavia __ Mr. Kostunica told Serbian television today that the election victory will __ the reformers __ move swiftly __ __ building a __ government in..","-- / 0","","Mr. Kostunica won Serbia's parliamentary elections. ","-- / 1","","Support for  Democratic reform is occuring in Serbia.","-- / 1","","Slobodan MIlosevic was the president before the election.","-- / 1",""
"2019/06/23 11:42:35 pm EET","student1","0.00 / 3","student1-2019-03-14-question-111.html","-- / 0","","In the competition , host country Australia took the most medals , including 64 golds . Among the ROC 's medals , the gold - the first ever for Taiwan - was won by Chiang Chih - chung . With a throw of 57.28 meters , Chiang shattered the world..","-- / 0","","There were a lot of successful wins for Asian countries at the Paralympics in Australia.","-- / 1","","Gold, silver, and bronze medals were won. ","-- / 1","","The athletes train and compete for different personal reasons.","-- / 1",""
"2019/06/23 11:43:48 pm EET","student1","0.00 / 3","student1-2019-03-14-question-079.html","-- / 0","","The head of the Palestinian Television and Radio has been shot __ in __ __ __ __ __ __ opened __ __ Hisham Mekki at a hotel __ __ City but the __ for the attack __ __ __ __ __ listening __ __ __ ...","-- / 0","","There was a shooting probably somewhere in Palestine.","-- / 1","","The gunmen were masked. ","-- / 1","","NA","-- / 1",""
"2019/06/24 12:22:28 am EET","student1","0.00 / 3","student1-2019-03-14-question-125.html","-- / 0","","__ 31 The virgin Taiwan yellow cypress forest of Chilan __ human visitors . Can today 's generation of Taiwanese save our island 's last remaining forest of these giant trees __ for themselves and later generations __ __ 33 __ the pretext __ clearing dead wood __ __ live..","-- / 0","","Taiwanese cypress forest trees are face near extinction.","-- / 1","","Some trees were brought by Japan in 1915.","-- / 1","","The fate of the trees is dependent on the younger generations.","-- / 1",""
"2019/06/24 12:26:09 am EET","student1","0.00 / 3","student1-2019-03-14-question-088.html","-- / 0","","I am Dave Deforest VOA News . President Clinton __ host __ meeting __ the White house Saturday __ Israeli and Palestinian negotiators who are holding talks in Washington . Israeli Foreign Minister Shlomo Ben - Ami and lead Palestinian negotiator Sayeeb Erekat are coming to report to the President..","-- / 0","","A Peace Talk led by Clinton between Israel and Palestine took place.","-- / 1","","Mark Rengav gave an opinion about how peace can be achieved between the two countries.","-- / 1","","There are efforts trying to solve the Israel-Palestine conflict.","-- / 1",""
"2019/06/24 3:56:52 pm EET","student1","0.00 / 3","student1-2019-03-14-question-119.html","-- / 0","","Ancient Giants of the __ - Taiwan 's False Cypresses -LRB- Chang Chin - ju / photos by Lai Chun __ piao __ tr. by Robert Taylor -RRB- The Bible says : "" If __ __ faith as __ __ of __ __ , you __ say __ this mountain..","-- / 0","","The Taiwan red cypress can grow very large.","-- / 1","","The trees come from very small seeds.","-- / 1","","Hsiuluan Village is a very old village with the trees can be seen.","-- / 1",""
"2019/06/24 3:59:53 pm EET","student1","0.00 / 3","student1-2019-03-14-question-003.html","-- / 0","","Hong Kong Wetland Park , which is currently under construction , is also one of the designated new projects of the Hong Kong SAR government for advancing the Hong Kong tourism industry . This is a park intimately connected with nature , being built by the Hong Kong government for..","-- / 0","","The Hong Kong Wetland Park is being built to increase tourism.","-- / 1","","The water park is made to be informative about wetlands environment.","-- / 1","","The park is trying to be educational specfically for children.","-- / 1",""
"2019/06/24 4:07:51 pm EET","student1","0.00 / 3","student1-2019-03-14-question-010.html","-- / 0","","They __ to be __ __ vulnerable of hurricane __ the elderly many __ ill __ __ nursing homes their __ in __ __ of __ __ __ __ __ __ are __ least __ __ now underway /. __ __ __ nursing __ __ __ __ __ __ __..","-- / 0","","A hurrican hit a nursing home.","-- / 1","","It seems that the safety conditions of the nursing home are poor.","-- / 1","","Thelma Wahl was not evacauted from the nursing home for an unknown reason. ","-- / 1",""
"2019/06/24 4:14:18 pm EET","student1","0.00 / 3","student1-2019-03-14-question-075.html","-- / 0","","This is the World I am Lisa Mullins . Well we ca n't tell you who won Florida , but in a moment we will enter the musical question , who let the dogs out ? First up we have the answer to our geo quiz today . We are..","-- / 0","","An Italian developed a website at which people can adopt sheep. ","-- / 1","","The sheep are kept in Italy on a farm in Abrutzi, Italy.","-- / 1","","Sheep adopters can choose to eat their adopted sheep evetually.","-- / 1",""
"2019/06/24 10:22:44 pm EET","student1","0.00 / 3","student1-2019-03-14-question-166.html","-- / 0","","Xinhua News __ __ __ , December __ This year __ __ economies of the __ large special economic zones __ namely __ Shenzhen , Zhuhai __ Shantou __ Xiamen __ Hainan __ have maintained __ growth __ __ The __ GDP __ the Shenzhen Special Zone this year could..","-- / 0","","THe Shenzhen Special Zone is making a lot of profits. ","-- / 1","","The Shantou special zone also had some improvements.","-- / 1","","THe Hainan Special Zone's economy also grew. ","-- / 1",""
"2019/06/24 10:28:07 pm EET","student1","0.00 / 3","student1-2019-03-14-question-194.html","-- / 0","","__ the city of Caesarea __ __ a man named Cornelius , a Roman army officer in what was called the Italian Unit __ He was a religious __ . He __ __ __ __ __ lived __ his house __ worshipers of the true God __ He __ much..","-- / 0","","Cornelius is approached by an angel sent from God.","-- / 1","","The angel tells Cornelius to go to the city Joppa.","-- / 1","","Peter is also a devout worshipper.","-- / 1",""
"2019/06/24 10:30:07 pm EET","student1","0.00 / 3","student1-2019-03-14-question-197.html","-- / 0","","Brothers and sisters , I want you to know what happened to our ancestors who were with Moses . They were all under the cloud , and they all walked through the sea . They were all baptized into Moses in the cloud and in the sea . They all..","-- / 0","","Moses was equal to all people. ","-- / 1","","People who committed sins were killed by God.","-- / 1","","People committed sins because of temptations.","-- / 1",""
"2019/06/24 10:44:56 pm EET","student1","0.00 / 3","student1-2019-03-14-question-167.html","-- / 0","","Xinhua News Agency , Nanning , Jan. 16th , by reporter Weicheng Yang The burgeoning city of Fangchenggang in Guangxi , which is the only city that is both coastal and frontier in China , has __ full __ of geographic advantages __ greatly __ port economy . Currently ,..","-- / 0","","A new port was built in Fangchenggang City.","-- / 1","","The port is an exporter of cement.","-- / 1","","The port exports to many places.","-- / 1",""
"2019/06/24 10:48:29 pm EET","student1","0.00 / 3","student1-2019-03-14-question-216.html","-- / 0","","The __ __ __ -LRB- __ __ duduyuu Poster : duduyuu -LRB- Xiaobai - not the little dog of Shin - Chan 's , but a pot -RRB- __ __ : __ . __ : The Story __ __ __ 6 __ __ __ __ : BBS __ __ -LRB-..","-- / 0","","The main character of the text used to have good dental hygiene.","-- / 1","","The orthodontist told them they need root canal therapy.","-- / 1","","NA","-- / 1",""
"2019/06/24 10:51:23 pm EET","student1","0.00 / 3","student1-2019-03-14-question-156.html","-- / 0","","The Bush administration , urging the Supreme Court to give states more leeway to restrict abortions , said minors have n't __ right __ abortion without the consent of their parents . Solicitor General Kenneth Starr argued that the 1973 Supreme Court decision , __ vs. Wade , __ __..","-- / 0","","Solicitor General Kenneth Starr does not agree with abortions, ","-- / 1","","Some administration's believe the parents must know about their daughter's abortion.","-- / 1","","THe Bush Administration agrees with these abortion law suggestions.","-- / 1",""
